65190,	167
65355,	165
65524,	169
65693,	169
65860,	167
66027,	167
66196,	169
66364,	168
66535,	171
66700,	165
66867,	167
67034,	167
67200,	166
67367,	167
67537,	170
67726,	189
67896,	170
68063,	167
68230,	167
68589,	359
68756,	167
68924,	168
80833,	11909
81015,	182
81182,	167
81351,	169
81516,	165
81685,	169
81852,	167
82019,	167
82186,	167
82353,	167
82518,	165
82689,	171
82856,	167
83023,	167
83190,	167
83357,	167
83524,	167
83694,	170
83862,	168
84221,	359
84388,	167
84556,	168
84724,	168
84892,	168
85061,	169
85226,	165
85395,	169
85560,	165
85729,	169
85898,	169
86065,	167
86265,	200
86444,	179
86611,	167
86782,	171
86947,	165
87114,	167
87283,	169
87448,	165
87619,	171
87786,	167
87953,	167
88120,	167
88287,	167
88452,	165
88621,	169
88790,	169
88955,	165
89124,	169
89289,	165
89458,	169
89627,	169
89794,	167
89961,	167
90128,	167
90293,	165
90460,	167
90629,	169
90796,	167
90963,	167
91132,	169
91297,	165
91468,	171
91635,	167
92002,	367
92174,	172
92341,	167
92510,	169
92677,	167
92844,	167
93011,	167
93178,	167
93345,	167
93514,	169
93684,	170
93851,	167
94023,	172
94196,	173
94361,	165
94528,	167
94695,	167
94862,	167
95029,	167
95198,	169
95365,	167
95532,	167
95699,	167
95869,	170
96040,	171
96207,	167
96374,	167
96541,	167
96708,	167
96875,	167
97045,	170
97211,	166
97378,	167
97545,	167
97710,	165
97877,	167
98048,	171
98215,	167
98382,	167
98551,	169
98716,	165
98885,	169
99053,	168
99220,	167
99388,	168
99820,	432
99987,	167
100154,	167
100320,	166
100490,	170
100657,	167
100824,	167
100991,	167
101158,	167
101325,	167
101496,	171
101661,	165
101828,	167
101997,	169
102164,	167
102333,	169
102501,	168
102667,	166
102836,	169
103001,	165
103170,	169
103338,	168
103505,	167
103672,	167
103843,	171
104008,	165
104177,	169
104344,	167
104511,	167
104678,	167
104845,	167
105011,	166
105181,	170
105348,	167
105515,	167
105682,	167
105853,	171
106023,	170
106190,	167
106355,	165
106522,	167
106689,	167
106858,	169
107030,	172
107197,	167
107638,	441
107805,	167
107972,	167
108138,	166
108308,	170
108475,	167
108642,	167
108809,	167
108976,	167
109144,	168
109314,	170
109479,	165
109646,	167
109813,	167
109979,	166
110146,	167
110316,	170
110483,	167
110650,	167
110819,	169
110986,	167
111153,	167
111320,	167
111489,	169
111658,	169
111823,	165
111990,	167
112159,	169
112328,	169
112495,	167
112662,	167
112827,	165
112997,	170
113165,	168
113332,	167
113499,	167
113666,	167
113831,	165
114000,	169
114168,	168
114334,	166
114503,	169
114670,	167
114837,	167
115007,	170
115456,	449
115624,	168
115791,	167
115956,	165
116126,	170
116293,	167
116460,	167
116628,	168
116795,	167
116962,	167
117134,	172
117301,	167
117468,	167
117635,	167
117800,	165
117969,	169
118138,	169
118303,	165
118472,	169
118639,	167
118806,	167
118976,	170
119143,	167
119310,	167
119479,	169
119645,	166
119813,	168
119980,	167
120147,	167
120316,	169
120483,	167
120650,	167
120821,	171
120988,	167
121155,	167
121322,	167
121487,	165
121658,	171
121825,	167
121992,	167
122159,	167
122326,	167
122491,	165
122660,	169
122829,	169
123275,	446
123442,	167
123609,	167
123774,	165
123945,	171
124112,	167
124279,	167
124446,	167
124613,	167
124780,	167
124950,	170
125116,	166
125283,	167
125450,	167
125615,	165
125790,	175
125956,	166
126125,	169
126292,	167
126457,	165
126624,	167
126794,	170
126962,	168
127129,	167
127297,	168
127463,	166
127631,	168
127798,	167
127966,	168
128133,	167
128300,	167
128465,	165
128635,	170
128802,	167
128969,	167
129137,	168
129304,	167
129471,	167
129641,	170
129806,	165
129973,	167
130141,	168
130306,	165
130473,	167
130643,	170
131093,	450
131260,	167
131427,	167
131592,	165
131763,	171
131930,	167
132097,	167
132264,	167
132431,	167
132598,	167
132768,	170
132934,	166
133101,	167
133268,	167
133433,	165
133600,	167
133771,	171
133938,	167
134105,	167
134273,	168
134439,	166
134608,	169
134775,	167
134942,	167
135109,	167
135276,	167
135441,	165
135612,	171
135779,	167
135946,	167
136113,	167
136280,	167
136447,	167
136617,	170
136783,	166
136950,	167
137117,	167
137282,	165
137449,	167
137620,	171
137787,	167
137954,	167
138122,	168
138288,	166
138457,	169
138624,	167
138984,	360
139151,	167
139319,	168
139486,	167
139651,	165
139821,	170
139988,	167
140155,	167
140322,	167
140490,	168
140657,	167
140827,	170
140992,	165
141159,	167
141326,	167
141492,	166
141659,	167
141829,	170
141996,	167
142163,	167
142332,	169
142498,	166
142666,	168
142833,	167
143000,	167
143167,	167
143334,	167
143500,	166
143670,	170
143837,	167
144004,	167
144171,	167
144338,	167
144506,	168
144676,	170
144841,	165
145008,	167
145175,	167
145341,	166
145508,	167
145678,	170
145845,	167
146012,	167
146181,	169
146346,	165
146729,	383
146896,	167
147063,	167
147229,	166
147401,	172
147581,	180
147746,	165
147913,	167
148084,	171
148251,	167
148418,	167
148587,	169
148802,	215
148969,	167
149136,	167
149303,	167
149470,	167
149642,	172
149835,	193
150003,	168
150170,	167
150337,	167
150506,	169
150673,	167
150839,	166
151009,	170
151178,	169
151345,	167
151512,	167
151677,	165
151848,	171
152015,	167
152182,	167
152349,	167
152516,	167
152683,	167
152853,	170
153019,	166
153187,	168
153354,	167
153520,	166
153694,	174
153861,	167
154029,	168
154196,	167
154559,	363
154724,	165
154891,	167
155060,	169
155227,	167
155394,	167
155563,	169
155728,	165
155897,	169
156064,	167
156231,	167
156398,	167
156565,	167
156731,	166
156901,	170
157068,	167
157235,	167
157402,	167
157569,	167
157736,	167
157907,	171
158072,	165
158239,	167
158406,	167
158571,	165
158739,	168
158909,	170
159074,	165
159241,	167
159412,	171
159577,	165
159749,	172
159916,	167
164627,	4711
164809,	182
164978,	169
165152,	174
165322,	170
165489,	167
165656,	167
165825,	169
165990,	165
166161,	171
166328,	167
166495,	167
166662,	167
166829,	167
166994,	165
167163,	169
167333,	170
167501,	168
167668,	167
167833,	165
168000,	167
168170,	170
168337,	167
168505,	168
168673,	168
168839,	166
169007,	168
169174,	167
169341,	167
169509,	168
169676,	167
169841,	165
170202,	361
170372,	170
170539,	167
170706,	167
170873,	167
171040,	167
171207,	167
171378,	171
171543,	165
171710,	167
171877,	167
172043,	166
172210,	167
172380,	170
172547,	167
172714,	167
172883,	169
173050,	167
173217,	167
173384,	167
173551,	167
173718,	167
175850,	2132
176017,	167
176187,	170
176353,	166
176521,	168
176689,	168
176854,	165
177021,	167
177191,	170
177358,	167
177525,	167
177693,	168
178055,	362
178220,	165
178389,	169
178556,	167
178723,	167
178890,	167
179057,	167
179223,	166
179393,	170
179560,	167
179727,	167
179894,	167
180061,	167
180228,	167
180399,	171
180564,	165
180731,	167
180898,	167
181064,	166
181231,	167
181401,	170
181568,	167
181735,	167
181904,	169
182069,	165
182238,	169
182405,	167
182572,	167
182739,	167
182906,	167
183072,	166
183242,	170
183409,	167
183576,	167
183743,	167
183910,	167
184077,	167
184248,	171
184413,	165
184580,	167
184747,	167
184913,	166
185080,	167
185250,	170
185417,	167
185820,	403
185987,	167
186154,	167
186319,	165
186490,	171
186657,	167
186824,	167
186991,	167
187158,	167
187325,	167
187495,	170
187661,	166
187828,	167
187995,	167
188160,	165
188327,	167
188498,	171
188665,	167
188832,	167
189000,	168
189166,	166
189335,	169
189502,	167
189669,	167
189836,	167
190003,	167
190168,	165
190339,	171
190506,	167
190673,	167
190840,	167
191007,	167
191174,	167
191344,	170
191510,	166
191677,	167
191844,	167
192009,	165
192176,	167
192347,	171
192514,	167
192681,	167
192849,	168
193015,	166
193183,	168
193350,	167
193711,	361
193878,	167
194045,	167
194212,	167
194378,	166
194548,	170
194715,	167
194882,	167
195049,	167
195216,	167
195384,	168
195554,	170
195719,	165
195886,	167
196053,	167
196219,	166
196386,	167
196556,	170
196723,	167
196890,	167
197059,	169
197224,	165
197393,	169
197560,	167
197727,	167
197894,	167
198061,	167
198227,	166
198397,	170
198564,	167
198731,	167
198898,	167
199065,	167
199232,	167
199403,	171
199568,	165
199735,	167
199902,	167
200068,	166
200235,	167
200405,	170
200572,	167
200739,	167
200908,	169
201073,	165
201456,	383
201623,	167
201790,	167
201955,	165
202126,	171
202293,	167
202460,	167
202627,	167
202794,	167
202961,	167
203132,	171
203297,	165
203464,	167
203631,	167
203796,	165
203963,	167
204134,	171
204301,	167
204468,	167
204637,	169
204802,	165
204971,	169
205138,	167
205305,	167
205472,	167
205639,	167
205804,	165
205975,	171
206142,	167
206309,	167
206476,	167
206643,	167
206810,	167
206980,	170
207146,	166
207313,	167
207480,	167
207645,	165
207812,	167
207983,	171
208150,	167
208317,	167
208486,	169
208651,	165
208820,	169
208987,	167
209348,	361
209515,	167
209682,	167
209849,	167
210014,	165
210185,	171
210352,	167
210519,	167
210686,	167
210853,	167
211020,	167
211190,	170
211356,	166
211523,	167
211690,	167
211855,	165
212022,	167
212193,	171
212360,	167
212527,	167
212695,	168
212861,	166
213029,	168
213197,	168
213364,	167
213531,	167
213698,	167
213863,	165
214033,	170
214201,	168
214368,	167
214535,	167
214702,	167
214869,	167
215039,	170
215205,	166
215372,	167
215539,	167
215704,	165
215871,	167
216041,	170
216209,	168
216376,	167
216544,	168
216710,	166
217092,	382
217259,	167
217426,	167
217592,	166
217762,	170
217929,	167
218096,	167
218263,	167
218430,	167
218597,	167
218768,	171
218933,	165
219100,	167
219267,	167
219433,	166
219600,	167
219770,	170
219937,	167
220104,	167
220273,	169
220438,	165
220607,	169
220774,	167
220941,	167
221108,	167
221275,	167
221441,	166
221611,	170
221778,	167
221945,	167
222112,	167
222279,	167
222446,	167
222617,	171
222782,	165
222949,	167
223116,	167
223282,	166
223449,	167
223619,	170
223786,	167
223953,	167
224122,	169
224287,	165
224456,	169
224623,	167
224984,	361
225151,	167
225318,	167
225485,	167
225650,	165
225821,	171
225988,	167
226155,	167
226322,	167
226489,	167
226656,	167
226826,	170
226992,	166
227159,	167
227326,	167
227491,	165
227658,	167
227829,	171
227996,	167
228163,	167
228332,	169
228497,	165
228666,	169
228833,	167
229000,	167
229167,	167
229334,	167
229499,	165
229670,	171
229837,	167
230004,	167
230171,	167
230338,	167
230505,	167
230675,	170
230841,	166
231008,	167
231175,	167
231340,	165
231507,	167
231678,	171
231845,	167
232012,	167
232181,	169
232346,	165
232729,	383
232896,	167
233063,	167
233228,	165
233398,	170
233565,	167
233732,	167
233900,	168
234067,	167
234234,	167
234404,	170
234569,	165
234736,	167
234904,	168
235069,	165
235236,	167
235406,	170
235575,	169
235744,	169
235909,	165
236078,	169
236247,	169
236414,	167
236581,	167
236748,	167
236913,	165
237080,	167
237249,	169
237416,	167
237583,	167
237752,	169
237917,	165
238088,	171
238255,	167
238422,	167
238589,	167
238756,	167
238921,	165
239090,	169
239259,	169
239424,	165
239593,	169
239758,	165
239927,	169
240096,	169
240543,	447
240710,	167
240879,	169
241044,	165
241215,	171
241382,	167
241549,	167
241716,	167
241883,	167
242048,	165
242217,	169
242386,	169
242551,	165
242720,	169
242885,	165
243054,	169
243223,	169
243390,	167
243557,	167
243724,	167
243889,	165
244056,	167
244225,	169
244392,	167
244559,	167
244728,	169
244893,	165
245064,	171
245231,	167
245398,	167
245565,	167
245732,	167
245897,	165
246066,	169
246235,	169
246400,	165
246569,	169
246734,	165
246903,	169
247072,	169
247239,	167
247406,	167
247573,	167
247738,	165
247905,	167
248074,	169
248435,	361
248602,	167
248769,	167
248938,	169
249103,	165
249274,	171
249441,	167
249608,	167
249775,	167
249942,	167
250107,	165
250276,	169
250445,	169
250610,	165
250779,	169
250944,	165
251113,	169
251282,	169
251449,	167
251616,	167
251783,	167
251948,	165
252115,	167
252284,	169
252451,	167
252618,	167
252787,	169
252952,	165
253122,	170
253290,	168
253457,	167
253624,	167
253791,	167
253956,	165
254125,	169
254294,	169
254459,	165
254628,	169
254793,	165
254962,	169
255130,	168
255298,	168
255465,	167
255632,	167
255797,	165
256183,	386
256350,	167
256517,	167
256682,	165
256853,	171
257020,	167
257187,	167
257354,	167
257521,	167
257688,	167
257858,	170
258024,	166
258191,	167
258358,	167
258523,	165
258690,	167
258861,	171
259028,	167
259195,	167
259364,	169
259529,	165
259698,	169
259865,	167
260032,	167
260199,	167
260366,	167
260531,	165
260702,	171
260869,	167
261036,	167
261203,	167
261370,	167
261537,	167
261707,	170
261873,	166
262040,	167
262207,	167
262372,	165
262539,	167
262710,	171
262877,	167
263044,	167
263213,	169
263378,	165
263547,	169
263714,	167
265715,	2001
265880,	165
266047,	167
266215,	168
266382,	167
266549,	167
266717,	168
266884,	167
267051,	167
267220,	169
267386,	166
267556,	170
267723,	167
267890,	167
268057,	167
268224,	167
268390,	166
268558,	168
268727,	169
268892,	165
269061,	169
269226,	165
269395,	169
269564,	169
269731,	167
269898,	167
270065,	167
270230,	165
270398,	168
270566,	168
270733,	167
270900,	167
271069,	169
271234,	165
271405,	171
271819,	414
271986,	167
272153,	167
272319,	166
272489,	170
272656,	167
272823,	167
272990,	167
273157,	167
273324,	167
273495,	171
273660,	165
273827,	167
273994,	167
274160,	166
274327,	167
274497,	170
274664,	167
274831,	167
275000,	169
275165,	165
275334,	169
275501,	167
275668,	167
275835,	167
276002,	167
276168,	166
276338,	170
276505,	167
276672,	167
276839,	167
277006,	167
277173,	167
277344,	171
277509,	165
277676,	167
277843,	167
278009,	166
278176,	167
278346,	170
278513,	167
278680,	167
278849,	169
279014,	165
279183,	169
279350,	167
279711,	361
279878,	167
280045,	167
280212,	167
280377,	165
280548,	171
280715,	167
280882,	167
281049,	167
281216,	167
281383,	167
281553,	170
281719,	166
281886,	167
282053,	167
282218,	165
282385,	167
282556,	171
282723,	167
282890,	167
283059,	169
283224,	165
283393,	169
283560,	167
283727,	167
283894,	167
284061,	167
284226,	165
284397,	171
284564,	167
284731,	167
284898,	167
285065,	167
285232,	167
285402,	170
285568,	166
285735,	167
285902,	167
286067,	165
286234,	167
286405,	171
286572,	167
286739,	167
286908,	169
287073,	165
287455,	382
287622,	167
287790,	168
287955,	165
288125,	170
288292,	167
288459,	167
288626,	167
288794,	168
288961,	167
289131,	170
289296,	165
289463,	167
289630,	167
289796,	166
289963,	167
290133,	170
290300,	167
290467,	167
290636,	169
290802,	166
290970,	168
291137,	167
291304,	167
291471,	167
291638,	167
291804,	166
291974,	170
292141,	167
292308,	167
292475,	167
292642,	167
292810,	168
292980,	170
293145,	165
293312,	167
293479,	167
293645,	166
293812,	167
293982,	170
294149,	167
294316,	167
294485,	169
294650,	165
294819,	169
294986,	167
295347,	361
295514,	167
295681,	167
295848,	167
296014,	166
296184,	170
296351,	167
296518,	167
296685,	167
296852,	167
297019,	167
297190,	171
297355,	165
297522,	167
297689,	167
297855,	166
298022,	167
298192,	170
298359,	167
298526,	167
298695,	169
298860,	165
299029,	169
299196,	167
299363,	167
299530,	167
299697,	167
299863,	166
300033,	170
300200,	167
300367,	167
300534,	167
300701,	167
300868,	167
301039,	171
301204,	165
301371,	167
301538,	167
301703,	165
301871,	168
302041,	170
302208,	167
302375,	167
302544,	169
302709,	165
303092,	383
303259,	167
303426,	167
303591,	165
303762,	171
303929,	167
304096,	167
304263,	167
304430,	167
304597,	167
304767,	170
304933,	166
305100,	167
305267,	167
305432,	165
305599,	167
305770,	171
305937,	167
306104,	167
306272,	168
306438,	166
306607,	169
306774,	167
306941,	167
307108,	167
307275,	167
307440,	165
307611,	171
307778,	167
307945,	167
308112,	167
308279,	167
308446,	167
308616,	170
308782,	166
308949,	167
309116,	167
309281,	165
309448,	167
309619,	171
309786,	167
309953,	167
310121,	168
310287,	166
310455,	168
310623,	168
310983,	360
311150,	167
311317,	167
311485,	168
311650,	165
311820,	170
311987,	167
312154,	167
312321,	167
312489,	168
312656,	167
312826,	170
312991,	165
313158,	167
313325,	167
313491,	166
313658,	167
313828,	170
313995,	167
314162,	167
314331,	169
314496,	165
314665,	169
314832,	167
314999,	167
315166,	167
315333,	167
315499,	166
315669,	170
315836,	167
316003,	167
316170,	167
316337,	167
316504,	167
316675,	171
316840,	165
317007,	167
317174,	167
317340,	166
317507,	167
317677,	170
317844,	167
318011,	167
318180,	169
318345,	165
318728,	383
318895,	167
319062,	167
319227,	165
319398,	171
319565,	167
319732,	167
319899,	167
320066,	167
320233,	167
320404,	171
320569,	165
320736,	167
320903,	167
321068,	165
321235,	167
321406,	171
321573,	167
321740,	167
321909,	169
322074,	165
322243,	169
322410,	167
322577,	167
322744,	167
322911,	167
323076,	165
323247,	171
323414,	167
323581,	167
323748,	167
323915,	167
324082,	167
324252,	170
324418,	166
324585,	167
324752,	167
324917,	165
325084,	167
325255,	171
325422,	167
325589,	167
325758,	169
325923,	165
326092,	169
326259,	167
326620,	361
326787,	167
326954,	167
327121,	167
327286,	165
327457,	171
327624,	167
327791,	167
327958,	167
328125,	167
328292,	167
328462,	170
328628,	166
328795,	167
328962,	167
329127,	165
329294,	167
329465,	171
329632,	167
329799,	167
329967,	168
330133,	166
330301,	168
330469,	168
330636,	167
330803,	167
330970,	167
331135,	165
331305,	170
331473,	168
331640,	167
331807,	167
331974,	167
332141,	167
332311,	170
332477,	166
332644,	167
332811,	167
332976,	165
333143,	167
333313,	170
333481,	168
333648,	167
333816,	168
333982,	166
334364,	382
334531,	167
334698,	167
334864,	166
335034,	170
335201,	167
335368,	167
335535,	167
335702,	167
335869,	167
336040,	171
336205,	165
336372,	167
336539,	167
336705,	166
336872,	167
337042,	170
337209,	167
337376,	167
337545,	169
337710,	165
337879,	169
338046,	167
338213,	167
338380,	167
338547,	167
338713,	166
338883,	170
339050,	167
339217,	167
339384,	167
339551,	167
339718,	167
339889,	171
340054,	165
340221,	167
340388,	167
340554,	166
340721,	167
340891,	170
341058,	167
341225,	167
341394,	169
341559,	165
341728,	169
341895,	167
342256,	361
342423,	167
342590,	167
342757,	167
342922,	165
343093,	171
343260,	167
343427,	167
343594,	167
343761,	167
343928,	167
344098,	170
344264,	166
344431,	167
344598,	167
344763,	165
344930,	167
345101,	171
345268,	167
345435,	167
345604,	169
345769,	165
345938,	169
346105,	167
346272,	167
346439,	167
346606,	167
346771,	165
346942,	171
347109,	167
347276,	167
347443,	167
347610,	167
347777,	167
347947,	170
348113,	166
348280,	167
348447,	167
348612,	165
348779,	167
348950,	171
349117,	167
349284,	167
349453,	169
349618,	165
350001,	383
350168,	167
350335,	167
350500,	165
350670,	170
350837,	167
351005,	168
351172,	167
351339,	167
351506,	167
351676,	170
351841,	165
352009,	168
352176,	167
352341,	165
352508,	167
352678,	170
352845,	167
353013,	168
353181,	168
353347,	166
353515,	168
355575,	2060
355742,	167
355908,	166
356075,	167
356245,	170
356410,	165
356579,	169
356746,	167
356912,	166
357079,	167
357249,	170
357416,	167
357819,	403
357986,	167
358153,	167
358318,	165
358489,	171
358656,	167
358823,	167
358990,	167
359157,	167
359324,	167
359494,	170
359660,	166
359827,	167
359994,	167
360159,	165
360326,	167
360497,	171
360664,	167
360831,	167
360999,	168
361165,	166
361333,	168
361501,	168
361668,	167
361835,	167
362002,	167
362167,	165
362337,	170
362505,	168
362672,	167
362839,	167
363006,	167
363173,	167
363343,	170
363509,	166
363676,	167
363843,	167
364008,	165
364175,	167
364345,	170
364513,	168
364680,	167
364848,	168
365014,	166
365182,	168
365349,	167
365710,	361
365877,	167
366044,	167
366211,	167
366377,	166
366547,	170
366714,	167
366881,	167
367048,	167
367215,	167
367383,	168
367553,	170
367718,	165
367885,	167
368052,	167
368218,	166
368385,	167
368555,	170
368722,	167
368889,	167
369058,	169
369223,	165
369392,	169
369559,	167
369726,	167
369893,	167
370060,	167
370226,	166
370396,	170
370563,	167
370730,	167
370897,	167
371064,	167
371231,	167
371402,	171
371567,	165
371734,	167
371901,	167
372067,	166
372234,	167
372404,	170
372571,	167
372738,	167
372907,	169
373072,	165
373455,	383
373622,	167
373789,	167
373954,	165
374125,	171
374292,	167
374459,	167
374626,	167
374793,	167
374960,	167
375130,	170
375296,	166
375463,	167
375630,	167
375795,	165
375962,	167
376133,	171
376300,	167
376467,	167
376636,	169
376801,	165
376970,	169
377137,	167
377304,	167
377471,	167
377638,	167
377803,	165
377974,	171
378141,	167
378308,	167
378475,	167
378642,	167
378809,	167
378979,	170
379145,	166
379312,	167
379479,	167
379644,	165
379811,	167
379982,	171
380149,	167
380316,	167
380485,	169
380650,	165
380819,	169
380986,	167
381347,	361
381514,	167
381681,	167
381848,	167
382013,	165
382183,	170
382351,	168
382518,	167
382685,	167
382852,	167
383019,	167
383189,	170
383355,	166
383522,	167
383689,	167
383854,	165
384021,	167
384191,	170
384359,	168
384526,	167
384694,	168
384860,	166
385028,	168
385195,	167
385363,	168
385530,	167
385697,	167
385862,	165
386032,	170
386199,	167
386367,	168
386534,	167
386701,	167
386868,	167
387038,	170
387203,	165
387371,	168
387538,	167
387703,	165
387870,	167
388040,	170
388207,	167
388375,	168
388543,	168
388709,	166
389091,	382
389258,	167
389425,	167
389591,	166
389761,	170
389928,	167
390095,	167
390262,	167
390429,	167
390596,	167
390767,	171
390932,	165
391099,	167
391266,	167
391432,	166
391599,	167
391769,	170
391936,	167
392103,	167
392272,	169
392437,	165
392606,	169
392773,	167
392940,	167
393107,	167
393274,	167
393440,	166
393610,	170
393777,	167
393944,	167
394111,	167
394278,	167
394445,	167
394616,	171
394781,	165
394948,	167
395115,	167
395281,	166
395448,	167
395618,	170
395785,	167
395952,	167
396121,	169
396286,	165
396455,	169
396622,	167
396983,	361
397150,	167
397317,	167
397484,	167
397649,	165
397820,	171
397987,	167
398154,	167
398321,	167
398488,	167
398655,	167
398825,	170
398991,	166
399158,	167
399325,	167
399490,	165
399657,	167
399828,	171
399995,	167
400162,	167
400331,	169
400496,	165
400665,	169
400832,	167
400999,	167
401166,	167
401333,	167
401498,	165
401669,	171
401836,	167
402003,	167
402170,	167
402337,	167
402504,	167
402674,	170
402840,	166
403007,	167
403174,	167
403339,	165
403506,	167
403677,	171
403844,	167
404011,	167
404180,	169
404345,	165
404727,	382
404895,	168
405062,	167
405227,	165
405397,	170
405564,	167
405731,	167
405899,	168
406066,	167
406233,	167
406403,	170
406568,	165
406735,	167
406903,	168
407068,	165
407235,	167
407405,	170
407572,	167
407739,	167
407908,	169
408074,	166
408242,	168
408409,	167
408576,	167
408743,	167
408910,	167
409076,	166
409246,	170
409413,	167
409580,	167
409747,	167
409914,	167
410082,	168
410252,	170
410417,	165
410584,	167
410751,	167
410917,	166
411084,	167
411254,	170
411421,	167
411588,	167
411757,	169
411922,	165
412091,	169
412258,	167
412619,	361
412786,	167
412953,	167
413120,	167
413286,	166
413456,	170
413623,	167
413790,	167
413957,	167
414124,	167
414291,	167
414462,	171
414627,	165
414794,	167
414961,	167
415127,	166
415294,	167
415464,	170
415631,	167
415798,	167
415967,	169
416132,	165
416301,	169
416468,	167
416635,	167
416802,	167
416969,	167
417135,	166
417305,	170
417472,	167
417639,	167
417806,	167
417973,	167
418140,	167
418311,	171
418476,	165
418643,	167
418810,	167
418976,	166
419143,	167
419313,	170
419480,	167
419647,	167
419816,	169
419981,	165
420364,	383
420531,	167
420698,	167
420863,	165
421034,	171
421201,	167
421368,	167
421535,	167
421702,	167
421869,	167
422039,	170
422205,	166
422372,	167
422539,	167
422704,	165
422871,	167
423042,	171
423209,	167
423376,	167
423544,	168
423710,	166
423879,	169
424046,	167
424213,	167
424380,	167
424547,	167
424712,	165
424883,	171
425050,	167
425217,	167
425384,	167
425551,	167
425718,	167
425888,	170
426054,	166
